dataset,method,alpha,n_paired,n_strict,full,mean_l_bar,len_ratio,rounds_speedup,lc_speedup,wall_speedup,budget_hit_rate,strict_budget_hit_rate,no_final_rate,clean,accuracy,strict_accuracy
longbench_v2,r_fuzzy,0.03,150,150,True,1.933,1.139,0.883,0.884,0.979,0.013,0.013,0.02,True,0.5666666666666667,0.56
longbench_v2,r_fuzzy,0.08,3,150,False,1.593,1.983,0.532,0.497,0.942,0.0,0.0,0.0,True,,0.56
longbench_v2,r_fuzzy,0.15,150,150,True,2.525,1.503,0.806,0.806,0.951,0.06,0.013,0.093,True,0.5066666666666667,0.56
longbench_v2,r_fuzzy,0.25,150,150,True,3.422,1.693,0.912,0.897,0.956,0.053,0.013,0.087,True,0.4,0.56
longbench_v2,spec_casc_opt,0.05,150,150,True,2.87,1.788,0.763,0.743,0.935,0.14,0.013,0.133,False,0.4666666666666667,0.56
longbench_v2,spec_casc_opt,-0.02,3,150,False,2.61,2.019,0.681,0.68,0.963,0.0,0.0,0.0,True,,0.56
longbench_v2,spec_casc_opt,-0.1,150,150,True,2.588,1.305,0.934,0.944,0.979,0.04,0.013,0.04,True,0.4866666666666667,0.56
longbench_v2,spec_casc_opt,-0.3,150,150,True,2.322,1.209,0.95,0.943,0.983,0.027,0.013,0.027,True,0.5333333333333333,0.56
longbench_v2,spec_casc_tok,0.15,150,150,True,2.03,1.08,0.978,0.963,0.994,0.013,0.013,0.013,True,0.52,0.56
longbench_v2,spec_casc_tok,0.35,3,150,False,1.838,1.41,0.757,0.766,0.982,0.0,0.0,0.0,True,,0.56
longbench_v2,spec_casc_tok,0.55,3,150,False,1.778,1.043,1.013,1.014,1.002,0.0,0.0,0.0,True,,0.56
longbench_v2,spec_casc_tok,0.8,150,150,True,2.359,1.126,1.036,1.025,0.996,0.007,0.013,0.007,True,0.5266666666666666,0.56
longbench_v2,strict,,150,150,True,1.912,1.0,1.0,1.0,1.0,0.013,0.013,0.013,True,0.56,0.56
longbench_v2_proper,spec_casc_tok,0.15,90,90,True,2.116,1.099,0.953,0.956,0.942,0.0,0.0,0.0,True,0.5555555555555556,0.6
longbench_v2_proper,spec_casc_tok,0.2,90,90,True,2.142,1.229,0.871,0.862,0.885,0.033,0.0,0.033,True,0.5666666666666667,0.6
longbench_v2_proper,spec_casc_tok,0.25,90,90,True,2.191,0.987,1.094,1.091,1.08,0.0,0.0,0.0,True,0.5222222222222223,0.6
longbench_v2_proper,spec_casc_tok_lt,0.15,90,90,True,2.184,1.086,0.999,0.989,0.988,0.011,0.0,0.011,True,0.5555555555555556,0.6
longbench_v2_proper,spec_casc_tok_lt,0.2,90,90,True,2.187,0.994,1.086,1.081,1.063,0.0,0.0,0.0,True,0.5333333333333333,0.6
longbench_v2_proper,spec_casc_tok_lt,0.25,90,90,True,2.22,1.271,0.877,0.854,0.891,0.056,0.0,0.056,False,0.5555555555555556,0.6
longbench_v2_proper,strict,,90,90,True,1.966,1.0,1.0,1.0,1.0,0.0,0.0,0.0,True,0.6,0.6
longbench_v2_qwen3,cactus,0.03,150,150,True,1.569,1.172,1.328,1.288,1.18,0.113,0.027,,False,0.44666666666666666,0.5266666666666666
longbench_v2_qwen3,cactus,0.08,150,150,True,2.174,1.528,1.257,1.221,1.058,0.267,0.027,,False,0.41333333333333333,0.5266666666666666
longbench_v2_qwen3,cactus,0.18,3,150,False,3.299,6.35,0.504,0.495,0.545,0.667,0.0,,False,,0.5266666666666666
longbench_v2_qwen3,cactus,0.35,150,150,True,3.45,2.1,1.248,1.245,0.956,0.567,0.027,,False,0.29333333333333333,0.5266666666666666
longbench_v2_qwen3,mentored_dec,0.15,150,150,True,0.721,0.988,1.032,1.024,1.029,0.033,0.027,,True,0.5,0.5266666666666666
longbench_v2_qwen3,mentored_dec,0.35,3,150,False,0.339,0.868,1.131,1.127,1.102,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,mentored_dec,0.55,3,150,False,0.379,1.048,0.966,0.961,0.973,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,mentored_dec,0.75,150,150,True,0.827,1.062,1.025,1.011,1.008,0.047,0.027,,True,0.5133333333333333,0.5266666666666666
longbench_v2_qwen3,r_fuzzy,0.03,150,150,True,0.713,1.047,0.975,0.962,0.971,0.06,0.027,,True,0.48,0.5266666666666666
longbench_v2_qwen3,r_fuzzy,0.08,3,150,False,0.364,1.068,0.94,0.934,0.943,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,r_fuzzy,0.15,3,150,False,0.407,1.021,1.012,1.006,1.01,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,r_fuzzy,0.25,150,150,True,0.899,1.08,1.04,1.033,1.014,0.107,0.027,,False,0.44,0.5266666666666666
longbench_v2_qwen3,spec_casc_opt,0.05,150,150,True,1.34,1.16,1.204,1.185,1.11,0.167,0.027,,False,0.36666666666666664,0.5266666666666666
longbench_v2_qwen3,spec_casc_opt,-0.02,3,150,False,0.418,0.958,1.087,1.081,1.07,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,spec_casc_opt,-0.1,3,150,False,0.377,0.844,1.198,1.192,1.161,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,spec_casc_opt,-0.3,150,150,True,0.821,1.087,0.997,0.984,0.982,0.073,0.027,,True,0.4666666666666667,0.5266666666666666
longbench_v2_qwen3,spec_casc_tok,0.15,150,150,True,0.721,1.051,0.975,0.963,0.97,0.04,0.027,,True,0.5133333333333333,0.5266666666666666
longbench_v2_qwen3,spec_casc_tok,0.3,12,150,False,0.703,1.062,0.972,0.96,0.766,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,spec_casc_tok,0.35,3,150,False,0.379,1.047,0.966,0.962,0.968,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,spec_casc_tok,0.55,3,150,False,0.363,0.973,1.026,1.023,1.017,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,spec_casc_tok,0.8,150,150,True,0.758,0.996,1.043,1.038,1.033,0.04,0.027,,True,0.49333333333333335,0.5266666666666666
longbench_v2_qwen3,spec_casc_tok_hsr_guard,0.3 (budget10_pct99_k8),12,150,False,0.68,1.069,0.952,0.941,0.823,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,spec_casc_tok_hsr_guard,0.3 (budget25_pct99.9_k8),12,150,False,0.703,1.062,0.972,0.96,0.765,0.0,0.0,,True,,0.5266666666666666
longbench_v2_qwen3,strict,,150,150,True,0.702,1.0,1.0,1.0,1.0,0.027,0.027,,True,0.5266666666666666,0.5266666666666666
mtbench,cactus,0.03,80,80,True,3.65,1.039,1.46,1.34,1.223,0.025,0.037,0.025,True,,
mtbench,cactus,0.08,3,80,False,4.79,0.454,4.288,4.301,3.245,0.0,0.667,0.0,True,,
mtbench,cactus,0.18,80,80,True,4.441,1.074,1.682,1.517,1.294,0.037,0.037,0.025,True,,
mtbench,cactus,0.35,80,80,True,4.774,1.184,1.61,1.46,1.217,0.062,0.037,0.075,True,,
mtbench,mentored_dec,0.15,80,80,True,2.505,0.999,1.066,1.05,1.052,0.0,0.037,0.0,True,,
mtbench,mentored_dec,0.35,3,80,False,2.745,0.643,1.987,1.965,1.872,0.0,0.667,0.0,True,,
mtbench,mentored_dec,0.55,80,80,True,3.163,1.041,1.24,1.197,1.124,0.037,0.037,0.025,True,,
mtbench,mentored_dec,0.75,80,80,True,3.61,1.098,1.333,1.257,1.149,0.013,0.037,0.013,True,,
mtbench,r_fuzzy,0.03,3,80,False,2.05,0.617,1.658,1.666,1.681,0.0,0.667,0.0,True,,
mtbench,r_fuzzy,0.08,80,80,True,2.604,1.044,1.051,1.034,1.017,0.037,0.037,0.025,True,,
mtbench,r_fuzzy,0.15,80,80,True,3.047,1.074,1.169,1.128,1.077,0.05,0.037,0.025,True,,
mtbench,r_fuzzy,0.25,80,80,True,3.873,1.2,1.32,1.216,1.092,0.037,0.037,0.037,True,,
mtbench,spec_casc_opt,0.05,80,80,True,3.48,1.091,1.319,1.229,1.148,0.025,0.037,0.025,True,,
mtbench,spec_casc_opt,-0.02,3,80,False,3.194,0.65,2.181,2.176,1.935,0.0,0.667,0.0,True,,
mtbench,spec_casc_opt,-0.1,3,80,False,2.865,0.675,1.927,1.931,1.752,0.0,0.667,0.0,True,,
mtbench,spec_casc_opt,-0.3,80,80,True,2.793,0.976,1.188,1.164,1.136,0.0,0.037,0.0,True,,
mtbench,spec_casc_tok,0.15,80,80,True,2.313,0.971,1.021,1.022,1.035,0.037,0.037,0.013,True,,
mtbench,spec_casc_tok,0.35,3,80,False,1.779,0.804,1.136,1.165,1.183,0.333,0.667,0.0,True,,
mtbench,spec_casc_tok,0.55,3,80,False,1.817,0.739,1.27,1.286,1.305,0.0,0.667,0.0,True,,
mtbench,spec_casc_tok,0.8,80,80,True,2.628,0.963,1.143,1.129,1.105,0.013,0.037,0.0,True,,
mtbench,strict,,80,80,True,2.34,1.0,1.0,1.0,1.0,0.037,0.037,0.0,True,,
mtbench_proper,spec_casc_tok,0.15,240,240,True,2.338,0.986,1.024,1.028,1.032,0.021,0.017,0.013,True,,
mtbench_proper,spec_casc_tok,0.2,240,240,True,2.341,1.01,1.002,1.005,1.011,0.017,0.017,0.008,True,,
mtbench_proper,spec_casc_tok,0.25,240,240,True,2.337,0.975,1.038,1.04,1.031,0.021,0.017,0.004,True,,
mtbench_proper,spec_casc_tok_lt,0.15,240,240,True,2.551,1.001,1.079,1.078,1.077,0.021,0.017,0.008,True,,
mtbench_proper,spec_casc_tok_lt,0.2,240,240,True,2.538,0.998,1.087,1.077,1.086,0.021,0.017,0.004,True,,
mtbench_proper,spec_casc_tok_lt,0.25,240,240,True,2.538,0.992,1.095,1.083,1.104,0.008,0.017,0.004,True,,
mtbench_proper,strict,,240,240,True,2.291,1.0,1.0,1.0,1.0,0.017,0.017,0.004,True,,
mtbench_qwen3,cactus,0.03,80,80,True,1.783,1.041,1.197,1.19,1.122,0.163,0.138,,True,,
mtbench_qwen3,cactus,0.08,80,80,True,2.135,1.129,1.249,1.236,1.136,0.2,0.138,,False,,
mtbench_qwen3,cactus,0.18,3,80,False,1.686,0.954,1.438,1.475,1.434,0.0,0.0,,True,,
mtbench_qwen3,cactus,0.35,80,80,True,3.021,1.156,1.566,1.548,1.325,0.325,0.138,,False,,
mtbench_qwen3,mentored_dec,0.15,80,80,True,1.303,1.017,1.016,1.008,1.005,0.163,0.138,,True,,
mtbench_qwen3,mentored_dec,0.35,3,80,False,1.075,1.081,1.006,1.006,1.004,0.0,0.0,,True,,
mtbench_qwen3,mentored_dec,0.55,3,80,False,1.091,1.123,0.971,0.976,0.971,0.0,0.0,,True,,
mtbench_qwen3,mentored_dec,0.75,80,80,True,1.598,1.039,1.12,1.112,1.076,0.212,0.138,,False,,
mtbench_qwen3,r_fuzzy,0.03,80,80,True,1.273,0.996,1.019,1.016,1.017,0.163,0.138,,True,,
mtbench_qwen3,r_fuzzy,0.08,3,80,False,1.04,0.831,1.254,1.286,1.253,0.0,0.0,,True,,
mtbench_qwen3,r_fuzzy,0.15,80,80,True,1.515,1.114,1.013,1.005,0.982,0.225,0.138,,False,,
mtbench_qwen3,r_fuzzy,0.25,80,80,True,1.924,1.124,1.171,1.157,1.092,0.263,0.138,,False,,
mtbench_qwen3,spec_casc_opt,0.05,80,80,True,1.879,1.224,1.064,1.047,0.987,0.275,0.138,,False,,
mtbench_qwen3,spec_casc_opt,-0.02,80,80,True,1.67,1.139,1.055,1.043,1.005,0.225,0.138,,False,,
mtbench_qwen3,spec_casc_opt,-0.1,3,80,False,1.133,1.11,0.994,1.006,0.992,0.0,0.0,,True,,
mtbench_qwen3,spec_casc_opt,-0.3,80,80,True,1.413,1.019,1.056,1.054,1.041,0.15,0.138,,True,,
mtbench_qwen3,spec_casc_tok,0.15,80,80,True,1.27,1.018,0.992,0.993,0.992,0.15,0.138,,True,,
mtbench_qwen3,spec_casc_tok,0.3,12,80,False,1.242,0.99,1.02,1.037,0.728,0.083,0.0,,False,,
mtbench_qwen3,spec_casc_tok,0.35,3,80,False,0.918,1.016,0.991,0.989,0.992,0.0,0.0,,True,,
mtbench_qwen3,spec_casc_tok,0.55,3,80,False,0.973,0.988,1.051,1.046,1.052,0.0,0.0,,True,,
mtbench_qwen3,spec_casc_tok,0.8,80,80,True,1.405,1.038,1.036,1.031,1.015,0.138,0.138,,True,,
mtbench_qwen3,spec_casc_tok_hsr_guard,0.3 (budget10_pct99_k8),12,80,False,1.223,1.085,0.936,0.939,0.762,0.083,0.0,,False,,
mtbench_qwen3,spec_casc_tok_hsr_guard,0.3 (budget25_pct99.9_k8),12,80,False,1.242,0.99,1.02,1.037,0.729,0.083,0.0,,False,,
mtbench_qwen3,strict,,80,80,True,1.247,1.0,1.0,1.0,1.0,0.138,0.138,,True,,
