dataset,method,params,case,output_tokens,budget_hit,len_ratio_vs_strict,n_emitted,n_lossy_only,lossy_only_per_1k,ooh80,ooh80_per_1k,ooh50_per_1k,accepted_ooh80_per_1k
humaneval,cactus,alpha0.25,case_001,899,False,1.1058,907,126,138.92,87,95.921,109.151,134.509
humaneval,cactus,alpha0.25,case_002,3857,False,2.0311,3858,862,223.432,633,164.075,189.736,258.424
humaneval,cactus,alpha0.25,case_003,774,False,2.3174,783,137,174.968,99,126.437,143.04,208.174
humaneval,cactus,alpha0.25,case_004,470,False,1.0421,479,90,187.891,64,133.612,150.313,210.856
humaneval,cactus,alpha0.25,case_005,645,False,1.4145,650,96,147.692,64,98.462,115.385,164.615
humaneval,cactus,alpha0.25,case_006,617,False,1.3384,627,89,141.946,61,97.289,111.643,149.92
humaneval,cactus,alpha0.25,case_007,1054,False,1.4619,1063,212,199.436,137,128.881,145.814,207.902
humaneval,cactus,alpha0.25,case_008,500,False,1.2315,509,75,147.348,58,113.949,121.807,212.181
humaneval,cactus,alpha0.25,case_009,420,False,1.2,422,40,94.787,26,61.611,73.46,109.005
humaneval,cactus,alpha0.25,case_010,762,False,1.5842,772,89,115.285,64,82.902,94.56,139.896
humaneval,cactus,alpha0.25,case_011,919,False,0.734,925,185,200.0,130,140.541,168.649,215.135
humaneval,cactus,alpha0.25,case_012,558,False,1.1974,563,92,163.41,67,119.005,134.991,182.948
humaneval,cactus,alpha0.25,case_013,321,False,0.7906,326,48,147.239,34,104.294,119.632,171.779
humaneval,cactus,alpha0.25,case_014,413,False,1.434,421,31,73.634,21,49.881,57.007,106.888
humaneval,cactus,alpha0.25,case_015,256,False,0.6081,258,23,89.147,17,65.891,73.643,124.031
humaneval,cactus,alpha0.25,case_016,661,False,1.38,662,105,158.61,72,108.761,129.909,170.695
humaneval,cactus,alpha0.25,case_017,542,False,1.3791,545,74,135.78,53,97.248,108.257,181.651
humaneval,cactus,alpha0.25,case_018,1678,False,2.6096,1680,262,155.952,177,105.357,121.429,189.881
humaneval,cactus,alpha0.25,case_019,595,False,0.9112,607,100,164.745,73,120.264,130.148,191.104
humaneval,cactus,alpha0.25,case_020,870,False,1.5052,872,143,163.991,105,120.413,129.587,196.101
humaneval,cactus,alpha0.25,case_021,2435,False,2.6239,2436,353,144.91,238,97.701,114.122,170.361
humaneval,cactus,alpha0.25,case_022,586,False,0.7721,590,82,138.983,58,98.305,110.169,167.797
humaneval,cactus,alpha0.25,case_023,442,False,0.7354,446,76,170.404,52,116.592,143.498,156.951
humaneval,cactus,alpha0.25,case_024,338,False,1.1118,341,58,170.088,46,134.897,149.56,225.806
humaneval,cactus,alpha0.25,case_025,1214,False,2.282,1216,209,171.875,132,108.553,130.757,171.053
humaneval,cactus,alpha0.25,case_026,579,False,0.9586,584,76,130.137,51,87.329,97.603,125.0
humaneval,cactus,alpha0.25,case_027,657,False,1.5569,659,90,136.571,69,104.704,118.361,166.92
humaneval,cactus,alpha0.25,case_028,348,False,1.1013,354,58,163.842,41,115.819,129.944,189.266
humaneval,cactus,alpha0.25,case_029,214,False,0.7698,216,26,120.37,22,101.852,106.481,148.148
humaneval,cactus,alpha0.25,case_030,369,False,1.0365,372,53,142.473,30,80.645,104.839,137.097
humaneval,cactus,alpha0.25,case_031,874,False,2.1111,880,126,143.182,87,98.864,111.364,151.136
humaneval,cactus,alpha0.25,case_032,413,False,0.9695,421,47,111.639,39,92.637,102.138,140.143
humaneval,cactus,alpha0.25,case_033,5640,False,1.2743,5646,1092,193.411,797,141.162,159.582,224.938
humaneval,cactus,alpha0.25,case_034,1728,False,1.9839,1740,279,160.345,192,110.345,125.287,166.667
humaneval,cactus,alpha0.25,case_035,386,False,1.9397,386,52,134.715,38,98.446,108.808,160.622
humaneval,cactus,alpha0.25,case_036,651,False,2.0667,663,108,162.896,80,120.664,134.238,194.57
humaneval,cactus,alpha0.25,case_037,1933,False,1.8877,1940,352,181.443,244,125.773,142.784,200.0
humaneval,cactus,alpha0.25,case_038,1558,False,1.8032,1560,238,152.564,160,102.564,116.667,178.846
humaneval,cactus,alpha0.25,case_039,1820,False,2.5103,1821,326,179.023,223,122.46,140.582,193.3
humaneval,cactus,alpha0.25,case_040,2267,False,1.8736,2278,307,134.767,219,96.137,108.867,142.23
humaneval,cactus,alpha0.25,case_041,1251,False,1.0638,1256,188,149.682,130,103.503,122.611,157.643
humaneval,cactus,alpha0.25,case_042,1994,False,1.4555,2001,480,239.88,349,174.413,205.397,280.36
humaneval,cactus,alpha0.25,case_043,341,False,1.4328,342,34,99.415,23,67.251,73.099,99.415
humaneval,cactus,alpha0.25,case_044,987,False,1.8044,992,133,134.073,90,90.726,101.815,150.202
humaneval,cactus,alpha0.25,case_045,674,False,0.7765,685,100,145.985,69,100.73,113.869,160.584
humaneval,cactus,alpha0.25,case_046,360,False,0.678,361,45,124.654,29,80.332,96.953,160.665
humaneval,cactus,alpha0.25,case_047,2188,False,3.0055,2192,245,111.77,165,75.274,87.591,124.088
humaneval,cactus,alpha0.25,case_048,3052,False,1.03,3058,536,175.278,376,122.956,139.307,220.405
humaneval,cactus,alpha0.25,case_049,295,False,0.9455,297,45,151.515,35,117.845,127.946,191.919
humaneval,cactus,alpha0.25,case_050,1242,False,1.6472,1249,249,199.359,177,141.713,160.929,220.176
humaneval,cactus,alpha0.25,case_051,1064,False,2.5333,1065,165,154.93,107,100.469,111.737,170.892
humaneval,cactus,alpha0.25,case_052,947,False,1.7002,952,170,178.571,115,120.798,143.908,197.479
humaneval,cactus,alpha0.25,case_053,294,False,0.8673,301,37,122.924,27,89.701,99.668,136.213
humaneval,cactus,alpha0.25,case_054,305,False,0.8616,306,40,130.719,22,71.895,81.699,137.255
humaneval,cactus,alpha0.25,case_055,2650,False,2.8342,2654,391,147.325,262,98.719,112.283,157.498
humaneval,cactus,alpha0.25,case_056,1112,False,1.9681,1120,152,135.714,98,87.5,100.893,132.143
humaneval,cactus,alpha0.25,case_057,482,False,1.1699,492,60,121.951,42,85.366,99.593,146.341
humaneval,cactus,alpha0.25,case_058,944,False,1.7321,952,142,149.16,100,105.042,111.345,177.521
humaneval,cactus,alpha0.25,case_059,1178,False,3.4244,1190,204,171.429,125,105.042,130.252,178.992
humaneval,cactus,alpha0.25,case_060,524,False,0.1551,527,87,165.085,61,115.75,127.135,180.266
humaneval,cactus,alpha0.25,case_061,442,False,1.1304,446,44,98.655,30,67.265,78.475,114.35
humaneval,cactus,alpha0.25,case_062,1406,False,3.7,1415,250,176.678,182,128.622,149.117,207.774
humaneval,cactus,alpha0.25,case_063,746,False,1.3588,755,139,184.106,96,127.152,149.669,210.596
humaneval,cactus,alpha0.25,case_064,1367,False,1.2173,1371,147,107.221,84,61.269,74.398,110.139
humaneval,cactus,alpha0.25,case_065,2209,False,2.9572,2216,429,193.592,302,136.282,155.235,217.058
humaneval,cactus,alpha0.25,case_066,1811,False,2.1306,1817,334,183.819,229,126.032,143.643,203.632
humaneval,cactus,alpha0.25,case_067,884,False,1.5215,886,142,160.271,96,108.352,127.54,174.944
humaneval,cactus,alpha0.25,case_068,717,False,1.5321,722,109,150.97,74,102.493,128.809,157.895
humaneval,cactus,alpha0.25,case_069,692,False,1.2886,695,95,136.691,66,94.964,109.353,145.324
humaneval,cactus,alpha0.25,case_070,562,False,1.0181,569,67,117.75,48,84.359,96.661,114.236
humaneval,cactus,alpha0.25,case_071,974,False,2.179,981,159,162.08,121,123.344,138.634,182.467
humaneval,cactus,alpha0.25,case_072,475,False,0.6996,483,46,95.238,39,80.745,84.886,109.731
humaneval,cactus,alpha0.25,case_073,648,False,1.0872,658,70,106.383,43,65.35,79.027,124.62
humaneval,cactus,alpha0.25,case_074,799,False,0.9111,808,113,139.851,74,91.584,105.198,150.99
humaneval,cactus,alpha0.25,case_075,772,False,1.3712,778,96,123.393,58,74.55,92.545,116.967
humaneval,cactus,alpha0.25,case_076,1805,False,1.4771,1806,322,178.295,221,122.37,144.518,213.732
humaneval,cactus,alpha0.25,case_077,1760,False,0.8294,1761,331,187.961,222,126.065,144.804,193.64
humaneval,cactus,alpha0.25,case_078,4297,False,3.6979,4302,833,193.631,590,137.146,154.114,211.994
humaneval,cactus,alpha0.25,case_079,959,False,1.5825,966,116,120.083,74,76.605,92.133,129.4
humaneval,cactus,alpha0.25,case_080,950,False,1.5833,952,199,209.034,133,139.706,162.815,223.739
humaneval,cactus,alpha0.25,case_081,611,False,1.3312,622,74,118.971,52,83.601,94.855,130.225
humaneval,cactus,alpha0.25,case_082,1440,False,0.7332,1446,196,135.546,139,96.127,114.108,143.154
humaneval,cactus,alpha0.25,case_083,664,False,1.1216,667,68,101.949,41,61.469,77.961,109.445
humaneval,cactus,alpha0.25,case_084,1571,False,1.5524,1579,191,120.963,129,81.697,96.897,118.429
humaneval,cactus,alpha0.25,case_085,849,False,1.4765,857,135,157.526,95,110.852,128.355,168.028
humaneval,cactus,alpha0.25,case_086,823,False,1.5073,831,125,150.421,89,107.1,120.337,156.438
humaneval,cactus,alpha0.25,case_087,4014,False,4.1001,4020,779,193.781,528,131.343,153.483,209.701
humaneval,cactus,alpha0.25,case_088,1734,False,1.9593,1744,316,181.193,220,126.147,145.069,193.234
humaneval,cactus,alpha0.25,case_089,758,False,1.3137,763,114,149.41,83,108.781,125.819,161.206
humaneval,cactus,alpha0.25,case_090,716,False,0.632,723,96,132.78,60,82.988,96.819,127.248
humaneval,cactus,alpha0.25,case_091,1181,False,2.792,1185,209,176.371,141,118.987,138.397,200.844
humaneval,cactus,alpha0.25,case_092,1370,False,1.7609,1373,312,227.24,230,167.516,186.453,249.09
humaneval,cactus,alpha0.25,case_093,1163,False,1.8144,1167,205,175.664,151,129.392,139.674,193.659
humaneval,cactus,alpha0.25,case_094,4128,False,2.9214,4134,702,169.811,484,117.078,133.769,177.552
humaneval,cactus,alpha0.25,case_095,2344,False,3.3107,2345,288,122.814,204,86.994,99.36,125.373
humaneval,cactus,alpha0.25,case_096,966,False,1.6345,975,139,142.564,94,96.41,114.872,169.231
humaneval,cactus,alpha0.25,case_097,832,False,1.1049,835,80,95.808,51,61.078,73.054,106.587
humaneval,cactus,alpha0.25,case_098,1680,False,3.3735,1683,317,188.354,214,127.154,147.356,212.121
humaneval,cactus,alpha0.25,case_099,979,False,2.1329,980,133,135.714,84,85.714,105.102,145.918
humaneval,cactus,alpha0.25,case_100,3567,False,2.9166,3579,732,204.526,542,151.439,172.674,231.908
humaneval,cactus,alpha0.25,case_101,1238,False,1.3664,1242,226,181.965,153,123.188,142.512,186.795
humaneval,cactus,alpha0.25,case_102,706,False,0.9671,717,112,156.206,78,108.787,126.918,182.706
humaneval,cactus,alpha0.25,case_103,3242,False,3.2649,3244,607,187.115,412,127.004,148.274,207.152
humaneval,cactus,alpha0.25,case_104,5393,False,4.5781,5395,1114,206.487,761,141.057,160.519,236.701
humaneval,cactus,alpha0.25,case_105,949,False,1.2136,954,126,132.075,88,92.243,109.015,147.799
humaneval,cactus,alpha0.25,case_106,2462,False,2.4819,2467,335,135.792,230,93.231,105.391,165.788
humaneval,cactus,alpha0.25,case_107,842,False,0.6413,849,107,126.031,74,87.161,103.651,142.521
humaneval,cactus,alpha0.25,case_108,463,False,1.0335,472,39,82.627,27,57.203,65.678,82.627
humaneval,cactus,alpha0.25,case_109,2827,False,1.4483,2833,525,185.316,359,126.721,145.782,192.376
humaneval,cactus,alpha0.25,case_110,4040,False,3.5752,4046,876,216.51,594,146.812,170.786,244.192
humaneval,cactus,alpha0.25,case_111,1226,False,1.4613,1233,222,180.049,152,123.277,144.363,178.427
humaneval,cactus,alpha0.25,case_112,1008,False,1.7409,1011,174,172.107,136,134.52,146.39,234.421
humaneval,cactus,alpha0.25,case_113,636,False,1.0258,641,81,126.365,54,84.243,99.844,159.126
humaneval,cactus,alpha0.25,case_114,3921,False,1.7504,3930,657,167.176,439,111.705,126.972,178.117
humaneval,cactus,alpha0.25,case_115,647,False,1.3766,656,108,164.634,71,108.232,128.049,160.061
humaneval,cactus,alpha0.25,case_116,1442,False,1.564,1451,278,191.592,195,134.39,152.309,205.376
humaneval,cactus,alpha0.25,case_117,5407,False,1.8304,5410,1127,208.318,780,144.177,171.349,237.893
humaneval,cactus,alpha0.25,case_118,1145,False,1.3455,1152,174,151.042,118,102.431,118.056,171.875
humaneval,cactus,alpha0.25,case_119,4202,False,2.1021,4205,765,181.926,517,122.949,138.407,203.567
humaneval,cactus,alpha0.25,case_120,1588,False,2.3666,1600,313,195.625,222,138.75,161.875,231.875
humaneval,cactus,alpha0.25,case_121,667,False,1.2149,669,91,136.024,62,92.676,110.613,162.93
humaneval,cactus,alpha0.25,case_122,1169,False,2.4925,1175,162,137.872,116,98.723,108.085,164.255
humaneval,cactus,alpha0.25,case_123,718,False,0.9972,722,103,142.659,63,87.258,105.263,159.28
humaneval,cactus,alpha0.25,case_124,1253,False,1.9396,1257,225,178.998,152,120.923,140.811,188.544
humaneval,cactus,alpha0.25,case_125,1239,False,1.1162,1249,135,108.086,92,73.659,80.865,116.894
humaneval,cactus,alpha0.25,case_126,1839,False,1.2203,1841,310,168.387,215,116.784,135.253,184.139
humaneval,cactus,alpha0.25,case_127,2236,False,3.0884,2237,471,210.55,319,142.602,167.635,227.984
humaneval,cactus,alpha0.25,case_128,1660,False,2.2897,1662,245,147.413,168,101.083,116.125,166.667
humaneval,cactus,alpha0.25,case_129,670,False,0.8645,675,106,157.037,70,103.704,130.37,155.556
humaneval,cactus,alpha0.25,case_130,4660,False,0.5178,4668,861,184.447,596,127.678,144.816,201.799
humaneval,cactus,alpha0.25,case_131,4969,False,1.0067,4975,1089,218.894,779,156.583,177.487,241.005
humaneval,cactus,alpha0.25,case_132,403,False,0.9829,405,43,106.173,30,74.074,81.481,135.802
humaneval,cactus,alpha0.25,case_133,9000,True,1.8927,9003,2210,245.474,1546,171.721,198.045,281.795
humaneval,cactus,alpha0.25,case_134,815,False,1.4076,823,104,126.367,74,89.915,103.281,116.646
humaneval,cactus,alpha0.25,case_135,5973,False,4.145,5980,1216,203.344,800,133.779,156.522,226.087
humaneval,cactus,alpha0.25,case_136,903,False,1.2754,905,136,150.276,89,98.343,118.232,145.856
humaneval,cactus,alpha0.25,case_137,1113,False,1.8306,1115,175,156.951,111,99.552,120.179,165.022
humaneval,cactus,alpha0.25,case_138,1595,False,1.6789,1603,310,193.387,229,142.857,164.691,224.579
humaneval,cactus,alpha0.25,case_139,1712,False,2.1865,1714,290,169.195,198,115.519,125.438,189.615
humaneval,cactus,alpha0.25,case_140,691,False,1.0267,693,95,137.085,63,90.909,108.225,125.541
humaneval,cactus,alpha0.25,case_141,4920,False,5.5593,4924,1137,230.91,779,158.205,181.966,259.545
humaneval,cactus,alpha0.25,case_142,1027,False,1.3693,1039,187,179.981,135,129.933,140.52,205.005
humaneval,cactus,alpha0.25,case_143,1425,False,0.6653,1432,222,155.028,159,111.034,127.793,158.52
humaneval,cactus,alpha0.25,case_144,1348,False,1.867,1350,195,144.444,137,101.481,117.037,154.815
humaneval,cactus,alpha0.25,case_145,1459,False,2.3232,1462,248,169.631,175,119.699,136.115,187.415
humaneval,cactus,alpha0.25,case_146,7314,False,2.3578,7321,1570,214.452,1125,153.668,171.834,256.249
humaneval,cactus,alpha0.25,case_147,1271,False,1.7977,1273,215,168.892,139,109.191,125.687,164.179
humaneval,cactus,alpha0.25,case_148,1665,False,0.8271,1668,189,113.309,127,76.139,87.53,121.703
humaneval,cactus,alpha0.25,case_149,2819,False,2.0774,2820,504,178.723,363,128.723,145.035,212.411
humaneval,cactus,alpha0.25,case_150,531,False,0.8835,532,78,146.617,54,101.504,116.541,152.256
humaneval,cactus,alpha0.25,case_151,471,False,0.8937,478,53,110.879,33,69.038,77.406,131.799
humaneval,cactus,alpha0.25,case_152,827,False,0.6199,832,119,143.029,90,108.173,118.99,159.856
humaneval,cactus,alpha0.25,case_153,359,False,0.796,371,69,185.984,46,123.989,142.857,223.72
humaneval,cactus,alpha0.25,case_154,424,False,0.5947,428,49,114.486,40,93.458,102.804,126.168
humaneval,cactus,alpha0.25,case_155,2223,False,2.318,2226,423,190.027,289,129.829,150.045,210.692
humaneval,cactus,alpha0.25,case_156,868,False,1.7606,876,102,116.438,67,76.484,91.324,127.854
humaneval,cactus,alpha0.25,case_157,1324,False,1.8941,1327,159,119.819,106,79.879,97.212,121.326
humaneval,cactus,alpha0.25,case_158,712,False,0.6386,717,81,112.971,53,73.919,85.077,118.55
humaneval,cactus,alpha0.25,case_159,1375,False,1.2569,1386,255,183.983,168,121.212,143.579,186.869
humaneval,cactus,alpha0.25,case_160,909,False,1.0236,921,139,150.923,96,104.235,117.264,161.781
humaneval,cactus,alpha0.25,case_161,2519,False,1.0358,2531,520,205.452,405,160.016,177.005,266.693
humaneval,cactus,alpha0.25,case_162,1111,False,1.5198,1118,210,187.835,132,118.068,137.746,195.886
humaneval,cactus,alpha0.25,case_163,444,False,1.1935,448,38,84.821,26,58.036,62.5,87.054
humaneval,cactus,alpha0.25,case_164,3674,False,2.591,3682,669,181.695,465,126.29,146.931,219.446
humaneval,mentored_dec,alpha0.37,case_001,971,False,1.1943,974,38,39.014,11,11.294,17.454,57.495
humaneval,mentored_dec,alpha0.37,case_002,1353,False,0.7125,1356,79,58.26,32,23.599,30.973,84.808
humaneval,mentored_dec,alpha0.37,case_003,672,False,2.012,679,43,63.328,13,19.146,29.455,86.892
humaneval,mentored_dec,alpha0.37,case_004,387,False,0.8581,390,15,38.462,5,12.821,12.821,74.359
humaneval,mentored_dec,alpha0.37,case_005,490,False,1.0746,491,23,46.843,11,22.403,34.623,63.136
humaneval,mentored_dec,alpha0.37,case_006,348,False,0.7549,352,10,28.409,3,8.523,11.364,25.568
humaneval,mentored_dec,alpha0.37,case_007,628,False,0.871,633,25,39.494,9,14.218,25.276,58.452
humaneval,mentored_dec,alpha0.37,case_008,420,False,1.0345,424,19,44.811,10,23.585,30.66,82.547
humaneval,mentored_dec,alpha0.37,case_009,308,False,0.88,313,14,44.728,5,15.974,25.559,67.093
humaneval,mentored_dec,alpha0.37,case_010,410,False,0.8524,411,20,48.662,10,24.331,26.764,68.127
humaneval,mentored_dec,alpha0.37,case_011,1284,False,1.0256,1286,91,70.762,28,21.773,33.437,66.096
humaneval,mentored_dec,alpha0.37,case_012,496,False,1.0644,500,25,50.0,8,16.0,26.0,60.0
humaneval,mentored_dec,alpha0.37,case_013,514,False,1.266,515,25,48.544,12,23.301,27.184,85.437
humaneval,mentored_dec,alpha0.37,case_014,404,False,1.4028,406,16,39.409,4,9.852,17.241,39.409
humaneval,mentored_dec,alpha0.37,case_015,513,False,1.2185,516,26,50.388,10,19.38,32.946,91.085
humaneval,mentored_dec,alpha0.37,case_016,488,False,1.0188,490,31,63.265,11,22.449,36.735,71.429
humaneval,mentored_dec,alpha0.37,case_017,498,False,1.2672,500,25,50.0,9,18.0,22.0,80.0
humaneval,mentored_dec,alpha0.37,case_018,661,False,1.028,662,40,60.423,13,19.637,22.659,75.529
humaneval,mentored_dec,alpha0.37,case_019,481,False,0.7366,484,22,45.455,8,16.529,22.727,61.983
humaneval,mentored_dec,alpha0.37,case_020,394,False,0.6817,396,12,30.303,4,10.101,15.152,55.556
humaneval,mentored_dec,alpha0.37,case_021,1312,False,1.4138,1320,50,37.879,15,11.364,22.727,72.727
humaneval,mentored_dec,alpha0.37,case_022,796,False,1.0487,797,28,35.132,7,8.783,12.547,61.481
humaneval,mentored_dec,alpha0.37,case_023,583,False,0.97,591,26,43.993,11,18.613,30.457,101.523
humaneval,mentored_dec,alpha0.37,case_024,270,False,0.8882,271,23,84.871,10,36.9,47.97,110.701
humaneval,mentored_dec,alpha0.37,case_025,1873,False,3.5207,1876,96,51.173,23,12.26,20.256,64.499
humaneval,mentored_dec,alpha0.37,case_026,834,False,1.3808,837,35,41.816,7,8.363,14.337,52.569
humaneval,mentored_dec,alpha0.37,case_027,262,False,0.6209,263,10,38.023,2,7.605,7.605,64.639
humaneval,mentored_dec,alpha0.37,case_028,327,False,1.0348,330,25,75.758,10,30.303,39.394,100.0
humaneval,mentored_dec,alpha0.37,case_029,272,False,0.9784,274,12,43.796,4,14.599,29.197,87.591
humaneval,mentored_dec,alpha0.37,case_030,579,False,1.6264,582,23,39.519,11,18.9,27.491,79.038
humaneval,mentored_dec,alpha0.37,case_031,331,False,0.7995,333,9,27.027,4,12.012,15.015,54.054
humaneval,mentored_dec,alpha0.37,case_032,469,False,1.1009,470,7,14.894,3,6.383,10.638,48.936
humaneval,mentored_dec,alpha0.37,case_033,2758,False,0.6231,2759,169,61.254,51,18.485,32.621,82.276
humaneval,mentored_dec,alpha0.37,case_034,800,False,0.9185,805,33,40.994,8,9.938,18.634,50.932
humaneval,mentored_dec,alpha0.37,case_035,307,False,1.5427,309,17,55.016,7,22.654,35.599,77.67
humaneval,mentored_dec,alpha0.37,case_036,445,False,1.4127,446,18,40.359,7,15.695,24.664,71.749
humaneval,mentored_dec,alpha0.37,case_037,1205,False,1.1768,1207,73,60.481,22,18.227,25.684,77.051
humaneval,mentored_dec,alpha0.37,case_038,751,False,0.8692,754,43,57.029,14,18.568,27.851,47.745
humaneval,mentored_dec,alpha0.37,case_039,912,False,1.2579,915,47,51.366,15,16.393,25.137,79.781
humaneval,mentored_dec,alpha0.37,case_040,2418,False,1.9983,2421,118,48.74,46,19.0,27.261,78.893
humaneval,mentored_dec,alpha0.37,case_041,947,False,0.8053,950,57,60.0,24,25.263,32.632,64.211
humaneval,mentored_dec,alpha0.37,case_042,1289,False,0.9409,1290,91,70.543,40,31.008,41.86,106.977
humaneval,mentored_dec,alpha0.37,case_043,456,False,1.916,462,25,54.113,11,23.81,30.303,77.922
humaneval,mentored_dec,alpha0.37,case_044,514,False,0.9397,515,33,64.078,13,25.243,29.126,89.32
humaneval,mentored_dec,alpha0.37,case_045,903,False,1.0403,904,27,29.867,11,12.168,17.699,47.566
humaneval,mentored_dec,alpha0.37,case_046,528,False,0.9944,529,17,32.136,7,13.233,22.684,86.957
humaneval,mentored_dec,alpha0.37,case_047,737,False,1.0124,738,26,35.23,10,13.55,18.97,48.78
humaneval,mentored_dec,alpha0.37,case_048,2391,False,0.807,2398,144,60.05,59,24.604,34.195,101.334
humaneval,mentored_dec,alpha0.37,case_049,330,False,1.0577,331,11,33.233,4,12.085,12.085,63.444
humaneval,mentored_dec,alpha0.37,case_050,606,False,0.8037,607,37,60.956,9,14.827,24.712,74.135
humaneval,mentored_dec,alpha0.37,case_051,445,False,1.0595,448,23,51.339,9,20.089,24.554,69.196
humaneval,mentored_dec,alpha0.37,case_052,380,False,0.6822,382,18,47.12,9,23.56,26.178,115.183
humaneval,mentored_dec,alpha0.37,case_053,574,False,1.6932,577,34,58.925,16,27.73,34.662,98.787
humaneval,mentored_dec,alpha0.37,case_054,115,False,0.3249,117,6,51.282,2,17.094,25.641,51.282
humaneval,mentored_dec,alpha0.37,case_055,2007,False,2.1465,2012,118,58.648,34,16.899,25.845,65.606
humaneval,mentored_dec,alpha0.37,case_056,495,False,0.8761,497,22,44.266,10,20.121,26.157,64.386
humaneval,mentored_dec,alpha0.37,case_057,493,False,1.1966,497,21,42.254,9,18.109,26.157,74.447
humaneval,mentored_dec,alpha0.37,case_058,1466,False,2.6899,1471,48,32.631,11,7.478,11.557,55.744
humaneval,mentored_dec,alpha0.37,case_059,418,False,1.2151,421,15,35.629,5,11.876,16.627,64.133
humaneval,mentored_dec,alpha0.37,case_060,669,False,0.198,675,38,56.296,16,23.704,28.148,74.074
humaneval,mentored_dec,alpha0.37,case_061,430,False,1.0997,432,14,32.407,5,11.574,16.204,60.185
humaneval,mentored_dec,alpha0.37,case_062,372,False,0.9789,375,14,37.333,5,13.333,21.333,42.667
humaneval,mentored_dec,alpha0.37,case_063,583,False,1.0619,585,26,44.444,8,13.675,17.094,66.667
humaneval,mentored_dec,alpha0.37,case_064,637,False,0.5672,639,20,31.299,6,9.39,17.214,40.689
humaneval,mentored_dec,alpha0.37,case_065,782,False,1.0469,784,29,36.99,9,11.48,25.51,59.949
humaneval,mentored_dec,alpha0.37,case_066,613,False,0.7212,617,35,56.726,15,24.311,37.277,72.934
humaneval,mentored_dec,alpha0.37,case_067,674,False,1.1601,676,25,36.982,11,16.272,22.189,62.13
humaneval,mentored_dec,alpha0.37,case_068,584,False,1.2479,587,26,44.293,6,10.221,23.85,63.032
humaneval,mentored_dec,alpha0.37,case_069,712,False,1.3259,714,14,19.608,3,4.202,5.602,30.812
humaneval,mentored_dec,alpha0.37,case_070,409,False,0.7409,416,15,36.058,8,19.231,24.038,64.904
humaneval,mentored_dec,alpha0.37,case_071,630,False,1.4094,634,22,34.7,6,9.464,14.196,33.123
humaneval,mentored_dec,alpha0.37,case_072,976,False,1.4374,977,42,42.989,20,20.471,26.612,68.577
humaneval,mentored_dec,alpha0.37,case_073,541,False,0.9077,546,20,36.63,3,5.495,12.821,42.125
humaneval,mentored_dec,alpha0.37,case_074,724,False,0.8255,728,28,38.462,8,10.989,21.978,53.571
humaneval,mentored_dec,alpha0.37,case_075,969,False,1.7211,973,34,34.943,12,12.333,15.416,60.637
humaneval,mentored_dec,alpha0.37,case_076,1110,False,0.9083,1114,73,65.53,22,19.749,28.725,77.199
humaneval,mentored_dec,alpha0.37,case_077,2814,False,1.3261,2821,155,54.945,55,19.497,28.004,83.304
humaneval,mentored_dec,alpha0.37,case_078,2007,False,1.7272,2010,102,50.746,38,18.905,26.368,81.592
humaneval,mentored_dec,alpha0.37,case_079,913,False,1.5066,918,32,34.858,13,14.161,19.608,51.198
humaneval,mentored_dec,alpha0.37,case_080,657,False,1.095,659,32,48.558,11,16.692,22.762,63.733
humaneval,mentored_dec,alpha0.37,case_081,721,False,1.5708,725,35,48.276,15,20.69,27.586,71.724
humaneval,mentored_dec,alpha0.37,case_082,1120,False,0.5703,1122,36,32.086,11,9.804,15.152,49.02
humaneval,mentored_dec,alpha0.37,case_083,337,False,0.5693,340,10,29.412,3,8.824,11.765,29.412
humaneval,mentored_dec,alpha0.37,case_084,1225,False,1.2105,1229,49,39.87,10,8.137,17.087,41.497
humaneval,mentored_dec,alpha0.37,case_085,711,False,1.2365,712,30,42.135,11,15.449,19.663,57.584
humaneval,mentored_dec,alpha0.37,case_086,400,False,0.7326,402,17,42.289,4,9.95,17.413,57.214
humaneval,mentored_dec,alpha0.37,case_087,1454,False,1.4852,1457,79,54.221,25,17.159,26.767,68.634
humaneval,mentored_dec,alpha0.37,case_088,910,False,1.0282,913,25,27.382,9,9.858,16.429,50.383
humaneval,mentored_dec,alpha0.37,case_089,919,False,1.5927,923,24,26.002,9,9.751,10.834,42.254
humaneval,mentored_dec,alpha0.37,case_090,861,False,0.7599,863,30,34.762,8,9.27,13.905,54.461
humaneval,mentored_dec,alpha0.37,case_091,418,False,0.9882,419,19,45.346,7,16.706,19.093,62.053
humaneval,mentored_dec,alpha0.37,case_092,652,False,0.838,654,35,53.517,11,16.82,21.407,81.04
humaneval,mentored_dec,alpha0.37,case_093,445,False,0.6942,448,17,37.946,1,2.232,13.393,33.482
humaneval,mentored_dec,alpha0.37,case_094,1581,False,1.1189,1582,76,48.04,18,11.378,22.756,58.786
humaneval,mentored_dec,alpha0.37,case_095,716,False,1.0113,718,14,19.499,4,5.571,9.749,25.07
humaneval,mentored_dec,alpha0.37,case_096,513,False,0.868,516,23,44.574,7,13.566,17.442,48.45
humaneval,mentored_dec,alpha0.37,case_097,974,False,1.2935,979,49,50.051,16,16.343,24.515,60.266
humaneval,mentored_dec,alpha0.37,case_098,459,False,0.9217,460,14,30.435,5,10.87,13.043,54.348
humaneval,mentored_dec,alpha0.37,case_099,401,False,0.8736,403,15,37.221,5,12.407,19.851,54.591
