dataset,method,params,case,output_tokens,budget_hit,len_ratio_vs_strict,n_emitted,n_lossy_only,lossy_only_per_1k,ooh80,ooh80_per_1k,ooh50_per_1k,accepted_ooh80_per_1k
humaneval,strict,strict,case_084,1012,False,1.0,1014,0,0.0,0,0.0,0.0,37.475
humaneval,strict,strict,case_085,575,False,1.0,577,0,0.0,0,0.0,0.0,34.662
humaneval,strict,strict,case_086,546,False,1.0,548,0,0.0,0,0.0,0.0,49.27
humaneval,strict,strict,case_087,979,False,1.0,982,0,0.0,0,0.0,0.0,63.136
humaneval,strict,strict,case_088,885,False,1.0,891,0,0.0,0,0.0,0.0,59.484
humaneval,strict,strict,case_089,577,False,1.0,579,0,0.0,0,0.0,0.0,41.451
humaneval,strict,strict,case_090,1133,False,1.0,1135,0,0.0,0,0.0,0.0,30.837
humaneval,strict,strict,case_091,423,False,1.0,426,0,0.0,0,0.0,0.0,63.38
humaneval,strict,strict,case_092,778,False,1.0,780,0,0.0,0,0.0,0.0,76.923
humaneval,strict,strict,case_093,641,False,1.0,643,0,0.0,0,0.0,0.0,38.88
humaneval,strict,strict,case_094,1413,False,1.0,1415,0,0.0,0,0.0,0.0,55.83
humaneval,strict,strict,case_095,708,False,1.0,710,0,0.0,0,0.0,0.0,49.296
humaneval,strict,strict,case_096,591,False,1.0,593,0,0.0,0,0.0,0.0,42.159
humaneval,strict,strict,case_097,753,False,1.0,755,0,0.0,0,0.0,0.0,46.358
humaneval,strict,strict,case_098,498,False,1.0,503,0,0.0,0,0.0,0.0,65.606
humaneval,strict,strict,case_099,459,False,1.0,464,0,0.0,0,0.0,0.0,47.414
humaneval,strict,strict,case_100,1223,False,1.0,1225,0,0.0,0,0.0,0.0,52.245
humaneval,strict,strict,case_101,906,False,1.0,909,0,0.0,0,0.0,0.0,48.405
humaneval,strict,strict,case_102,730,False,1.0,733,0,0.0,0,0.0,0.0,73.67
humaneval,strict,strict,case_103,993,False,1.0,994,0,0.0,0,0.0,0.0,80.483
humaneval,strict,strict,case_104,1178,False,1.0,1180,0,0.0,0,0.0,0.0,44.068
humaneval,strict,strict,case_105,782,False,1.0,787,0,0.0,0,0.0,0.0,62.262
humaneval,strict,strict,case_106,992,False,1.0,999,0,0.0,0,0.0,0.0,54.054
humaneval,strict,strict,case_107,1313,False,1.0,1316,0,0.0,0,0.0,0.0,53.951
humaneval,strict,strict,case_108,448,False,1.0,451,0,0.0,0,0.0,0.0,42.129
humaneval,strict,strict,case_109,1952,False,1.0,1953,0,0.0,0,0.0,0.0,65.028
humaneval,strict,strict,case_110,1130,False,1.0,1132,0,0.0,0,0.0,0.0,44.17
humaneval,strict,strict,case_111,839,False,1.0,845,0,0.0,0,0.0,0.0,44.97
humaneval,strict,strict,case_112,579,False,1.0,583,0,0.0,0,0.0,0.0,51.458
humaneval,strict,strict,case_113,620,False,1.0,621,0,0.0,0,0.0,0.0,35.427
humaneval,strict,strict,case_114,2240,False,1.0,2244,0,0.0,0,0.0,0.0,64.171
humaneval,strict,strict,case_115,470,False,1.0,475,0,0.0,0,0.0,0.0,80.0
humaneval,strict,strict,case_116,922,False,1.0,923,0,0.0,0,0.0,0.0,29.252
humaneval,strict,strict,case_117,2954,False,1.0,2957,0,0.0,0,0.0,0.0,54.447
humaneval,strict,strict,case_118,851,False,1.0,854,0,0.0,0,0.0,0.0,44.496
humaneval,strict,strict,case_119,1999,False,1.0,2001,0,0.0,0,0.0,0.0,68.466
humaneval,strict,strict,case_120,671,False,1.0,674,0,0.0,0,0.0,0.0,37.092
humaneval,strict,strict,case_121,549,False,1.0,550,0,0.0,0,0.0,0.0,38.182
humaneval,strict,strict,case_122,469,False,1.0,473,0,0.0,0,0.0,0.0,42.283
humaneval,strict,strict,case_123,720,False,1.0,725,0,0.0,0,0.0,0.0,45.517
humaneval,strict,strict,case_124,646,False,1.0,651,0,0.0,0,0.0,0.0,47.619
humaneval,strict,strict,case_125,1110,False,1.0,1115,0,0.0,0,0.0,0.0,30.493
humaneval,strict,strict,case_126,1507,False,1.0,1510,0,0.0,0,0.0,0.0,61.589
humaneval,strict,strict,case_127,724,False,1.0,727,0,0.0,0,0.0,0.0,61.898
humaneval,strict,strict,case_128,725,False,1.0,726,0,0.0,0,0.0,0.0,37.19
humaneval,strict,strict,case_129,775,False,1.0,777,0,0.0,0,0.0,0.0,34.749
humaneval,strict,strict,case_130,9000,True,1.0,9003,0,0.0,0,0.0,0.0,75.419
humaneval,strict,strict,case_131,4936,False,1.0,4938,0,0.0,0,0.0,0.0,57.108
humaneval,strict,strict,case_132,410,False,1.0,412,0,0.0,0,0.0,0.0,29.126
humaneval,strict,strict,case_133,4755,False,1.0,4761,0,0.0,0,0.0,0.0,65.112
humaneval,strict,strict,case_134,579,False,1.0,581,0,0.0,0,0.0,0.0,39.587
humaneval,strict,strict,case_135,1441,False,1.0,1443,0,0.0,0,0.0,0.0,71.379
humaneval,strict,strict,case_136,708,False,1.0,712,0,0.0,0,0.0,0.0,49.157
humaneval,strict,strict,case_137,608,False,1.0,612,0,0.0,0,0.0,0.0,29.412
humaneval,strict,strict,case_138,950,False,1.0,951,0,0.0,0,0.0,0.0,48.37
humaneval,strict,strict,case_139,783,False,1.0,786,0,0.0,0,0.0,0.0,41.985
humaneval,strict,strict,case_140,673,False,1.0,675,0,0.0,0,0.0,0.0,56.296
humaneval,strict,strict,case_141,885,False,1.0,889,0,0.0,0,0.0,0.0,40.495
humaneval,strict,strict,case_142,750,False,1.0,752,0,0.0,0,0.0,0.0,58.511
humaneval,strict,strict,case_143,2142,False,1.0,2144,0,0.0,0,0.0,0.0,74.627
humaneval,strict,strict,case_144,722,False,1.0,723,0,0.0,0,0.0,0.0,29.046
humaneval,strict,strict,case_145,628,False,1.0,630,0,0.0,0,0.0,0.0,44.444
humaneval,strict,strict,case_146,3102,False,1.0,3105,0,0.0,0,0.0,0.0,61.192
humaneval,strict,strict,case_147,707,False,1.0,710,0,0.0,0,0.0,0.0,42.254
humaneval,strict,strict,case_148,2013,False,1.0,2015,0,0.0,0,0.0,0.0,35.236
humaneval,strict,strict,case_149,1357,False,1.0,1358,0,0.0,0,0.0,0.0,43.446
humaneval,strict,strict,case_150,601,False,1.0,604,0,0.0,0,0.0,0.0,41.391
humaneval,strict,strict,case_151,527,False,1.0,528,0,0.0,0,0.0,0.0,51.136
humaneval,strict,strict,case_152,1334,False,1.0,1336,0,0.0,0,0.0,0.0,72.605
humaneval,strict,strict,case_153,451,False,1.0,454,0,0.0,0,0.0,0.0,35.242
humaneval,strict,strict,case_154,713,False,1.0,715,0,0.0,0,0.0,0.0,34.965
humaneval,strict,strict,case_155,959,False,1.0,961,0,0.0,0,0.0,0.0,52.029
humaneval,strict,strict,case_156,493,False,1.0,495,0,0.0,0,0.0,0.0,56.566
humaneval,strict,strict,case_157,699,False,1.0,701,0,0.0,0,0.0,0.0,22.825
humaneval,strict,strict,case_158,1115,False,1.0,1123,0,0.0,0,0.0,0.0,65.895
humaneval,strict,strict,case_159,1094,False,1.0,1097,0,0.0,0,0.0,0.0,53.783
humaneval,strict,strict,case_160,888,False,1.0,893,0,0.0,0,0.0,0.0,17.917
humaneval,strict,strict,case_161,2432,False,1.0,2435,0,0.0,0,0.0,0.0,52.977
humaneval,strict,strict,case_162,731,False,1.0,732,0,0.0,0,0.0,0.0,46.448
humaneval,strict,strict,case_163,372,False,1.0,375,0,0.0,0,0.0,0.0,58.667
humaneval,strict,strict,case_164,1418,False,1.0,1421,0,0.0,0,0.0,0.0,68.966
aime24,cactus,alpha0.25,case_001,3829,False,2.2379,3841,608,158.292,409,106.483,120.542,165.582
aime24,cactus,alpha0.25,case_002,32768,True,1.0,32774,7262,221.578,5201,158.693,178.709,243.15
aime24,cactus,alpha0.25,case_003,32768,True,1.1325,32769,9159,279.502,6730,205.377,232.628,326.711
aime24,cactus,alpha0.25,case_004,18243,False,1.7531,18247,3493,191.429,2328,127.583,147.421,208.418
aime24,cactus,alpha0.25,case_005,32768,True,6.0749,32771,5835,178.054,3958,120.778,138.659,183.394
aime24,cactus,alpha0.25,case_006,32768,True,3.0875,32774,5784,176.481,4001,122.078,139.623,184.872
aime24,cactus,alpha0.25,case_007,6982,False,1.1544,6988,1096,156.84,735,105.18,122.066,162.851
aime24,cactus,alpha0.25,case_008,5163,False,2.6129,5168,741,143.382,492,95.201,109.907,142.802
aime24,cactus,alpha0.25,case_009,6738,False,2.3107,6741,1078,159.917,697,103.397,117.787,158.137
aime24,cactus,alpha0.25,case_010,2297,False,1.5132,2302,303,131.625,188,81.668,97.307,134.666
aime24,cactus,alpha0.25,case_011,32768,True,6.9321,32776,7081,216.042,5113,155.998,176.806,249.756
aime24,cactus,alpha0.25,case_012,4186,False,2.0212,4187,900,214.951,610,145.689,169.095,235.491
aime24,cactus,alpha0.25,case_013,6252,False,4.1932,6254,853,136.393,556,88.903,103.933,138.152
aime24,cactus,alpha0.25,case_014,14292,False,0.4362,14296,3790,265.109,2664,186.346,213.766,309.457
aime24,cactus,alpha0.25,case_015,11383,False,2.2903,11390,2018,177.173,1423,124.934,142.23,194.996
aime24,cactus,alpha0.25,case_016,16969,False,3.9045,16975,3789,223.211,2623,154.521,176.789,252.666
aime24,cactus,alpha0.25,case_017,29276,False,1.3569,29284,7550,257.82,5693,194.407,217.866,304.979
aime24,cactus,alpha0.25,case_018,11234,False,2.1204,11237,1890,168.194,1260,112.13,131.263,173.89
aime24,cactus,alpha0.25,case_019,21876,False,1.8934,21880,4809,219.79,3339,152.605,175.183,251.6
aime24,cactus,alpha0.25,case_020,23075,False,6.9045,23080,4409,191.031,2964,128.423,147.054,204.679
aime24,cactus,alpha0.25,case_021,32768,True,3.326,32770,7464,227.769,5346,163.137,185.78,257.37
aime24,cactus,alpha0.25,case_022,13273,False,1.568,13276,3637,273.953,2679,201.793,227.177,318.921
aime24,cactus,alpha0.25,case_023,10962,False,1.4079,10965,2387,217.693,1600,145.919,169.539,239.033
aime24,cactus,alpha0.25,case_024,26274,False,1.3006,26281,5965,226.97,4128,157.072,179.712,252.388
aime24,cactus,alpha0.25,case_025,2773,False,0.9113,2782,237,85.191,130,46.729,57.872,74.407
aime24,cactus,alpha0.25,case_026,32768,True,1.0,32770,8395,256.179,6131,187.092,211.199,305.951
aime24,cactus,alpha0.25,case_027,4356,False,1.9881,4357,658,151.021,437,100.298,118.201,162.268
aime24,cactus,alpha0.25,case_028,31540,False,8.5707,31541,5939,188.295,4004,126.946,145.842,199.803
aime24,cactus,alpha0.25,case_029,27239,False,2.5488,27249,6715,246.431,4838,177.548,201.989,287.754
aime24,cactus,alpha0.25,case_030,32768,True,3.9951,32774,9035,275.676,6644,202.722,230.182,333.405
aime24,mentored_dec,alpha0.37,case_001,2067,False,1.2081,2068,80,38.685,21,10.155,15.957,40.135
aime24,mentored_dec,alpha0.37,case_002,30452,False,0.9293,30454,1645,54.016,524,17.206,26.762,66.198
aime24,mentored_dec,alpha0.37,case_003,23657,False,0.8176,23659,1514,63.993,480,20.288,30.771,86.563
aime24,mentored_dec,alpha0.37,case_004,15604,False,1.4995,15608,823,52.729,256,16.402,22.553,62.276
aime24,mentored_dec,alpha0.37,case_005,5039,False,0.9342,5040,245,48.611,77,15.278,22.222,52.579
aime24,mentored_dec,alpha0.37,case_006,14667,False,1.382,14669,609,41.516,155,10.567,17.111,43.834
aime24,mentored_dec,alpha0.37,case_007,24738,False,4.0903,24740,1084,43.816,292,11.803,18.715,49.03
aime24,mentored_dec,alpha0.37,case_008,3440,False,1.7409,3444,152,44.135,37,10.743,15.389,49.071
aime24,mentored_dec,alpha0.37,case_009,3179,False,1.0902,3183,141,44.298,32,10.053,15.08,43.669
aime24,mentored_dec,alpha0.37,case_010,1657,False,1.0916,1658,67,40.41,12,7.238,16.285,41.013
aime24,mentored_dec,alpha0.37,case_011,29753,False,6.2943,29754,1469,49.372,483,16.233,23.257,64.529
aime24,mentored_dec,alpha0.37,case_012,2893,False,1.3969,2894,156,53.905,44,15.204,24.188,64.962
aime24,mentored_dec,alpha0.37,case_013,4260,False,2.8571,4261,162,38.019,38,8.918,15.255,44.356
aime24,mentored_dec,alpha0.37,case_014,30237,False,0.9228,30239,1788,59.129,613,20.272,31.251,86.676
aime24,mentored_dec,alpha0.37,case_015,11367,False,2.2871,11369,592,52.071,188,16.536,23.925,65.793
aime24,mentored_dec,alpha0.37,case_016,1478,False,0.3401,1481,59,39.838,18,12.154,20.257,53.342
aime24,mentored_dec,alpha0.37,case_017,14683,False,0.6805,14684,658,44.811,193,13.144,19.0,53.868
aime24,mentored_dec,alpha0.37,case_018,14280,False,2.6954,14285,677,47.392,196,13.721,20.301,56.843
aime24,mentored_dec,alpha0.37,case_019,32768,True,2.8361,32771,1823,55.628,619,18.889,28.074,75.494
aime24,mentored_dec,alpha0.37,case_020,3282,False,0.982,3284,148,45.067,40,12.18,17.052,43.24
aime24,mentored_dec,alpha0.37,case_021,12334,False,1.2519,12335,673,54.56,197,15.971,23.754,66.802
aime24,mentored_dec,alpha0.37,case_022,5595,False,0.661,5600,353,63.036,109,19.464,29.107,87.143
aime24,mentored_dec,alpha0.37,case_023,8008,False,1.0285,8013,546,68.139,163,20.342,30.7,90.104
aime24,mentored_dec,alpha0.37,case_024,3632,False,0.1798,3635,153,42.091,39,10.729,14.856,45.942
aime24,mentored_dec,alpha0.37,case_025,2744,False,0.9017,2745,75,27.322,23,8.379,13.843,24.772
aime24,mentored_dec,alpha0.37,case_026,32768,True,1.0,32774,1547,47.202,524,15.988,23.037,66.76
aime24,mentored_dec,alpha0.37,case_027,2454,False,1.12,2458,102,41.497,20,8.137,14.646,45.159
aime24,mentored_dec,alpha0.37,case_028,12087,False,3.2845,12090,622,51.447,182,15.054,21.754,56.741
aime24,mentored_dec,alpha0.37,case_029,14039,False,1.3137,14040,954,67.949,339,24.145,35.114,92.877
aime24,mentored_dec,alpha0.37,case_030,6369,False,0.7765,6378,489,76.67,155,24.302,39.824,100.188
aime24,r_fuzzy,alpha0.3,case_001,16370,False,9.5675,16371,2926,178.731,1836,112.15,131.941,182.274
aime24,r_fuzzy,alpha0.3,case_002,32768,True,1.0,32775,6384,194.783,4388,133.883,153.898,212.418
aime24,r_fuzzy,alpha0.3,case_003,32768,True,1.1325,32778,8420,256.88,6022,183.721,208.89,294.496
aime24,r_fuzzy,alpha0.3,case_004,16823,False,1.6167,16825,3104,184.487,2052,121.961,140.089,196.969
aime24,r_fuzzy,alpha0.3,case_005,32768,True,6.0749,32770,6260,191.028,4175,127.403,144.065,195.88
aime24,r_fuzzy,alpha0.3,case_006,32768,True,3.0875,32773,5427,165.594,3629,110.731,127.91,167.211
aime24,r_fuzzy,alpha0.3,case_007,17038,False,2.8171,17044,2956,173.433,1970,115.583,130.838,175.604
aime24,r_fuzzy,alpha0.3,case_008,10527,False,5.3274,10529,1877,178.27,1213,115.206,133.631,184.728
aime24,r_fuzzy,alpha0.3,case_009,18154,False,6.2257,18155,3352,184.632,2210,121.73,140.347,188.158
aime24,r_fuzzy,alpha0.3,case_010,2956,False,1.9473,2959,511,172.693,342,115.58,130.787,176.411
aime24,r_fuzzy,alpha0.3,case_011,27824,False,5.8862,27829,5649,202.99,3976,142.873,161.235,225.305
aime24,r_fuzzy,alpha0.3,case_012,2667,False,1.2878,2669,549,205.695,388,145.373,168.228,231.547
aime24,r_fuzzy,alpha0.3,case_013,6232,False,4.1797,6234,889,142.605,591,94.803,107.475,147.899
aime24,r_fuzzy,alpha0.3,case_014,7980,False,0.2435,7985,1776,222.417,1246,156.043,176.331,265.748
aime24,r_fuzzy,alpha0.3,case_015,31476,False,6.3332,31479,6565,208.552,4651,147.749,167.604,236.602
aime24,r_fuzzy,alpha0.3,case_016,4967,False,1.1429,4968,858,172.705,569,114.533,129.831,178.341
aime24,r_fuzzy,alpha0.3,case_017,27156,False,1.2586,27159,4918,181.082,3370,124.084,141.39,191.428
aime24,r_fuzzy,alpha0.3,case_018,30703,False,5.7952,30705,5453,177.593,3655,119.036,137.046,183.586
aime24,r_fuzzy,alpha0.3,case_019,15452,False,1.3374,15455,3505,226.787,2350,152.054,175.154,252.087
aime24,r_fuzzy,alpha0.3,case_020,31809,False,9.518,31810,6147,193.241,4184,131.531,150.267,203.961
aime24,r_fuzzy,alpha0.3,case_021,32722,False,3.3214,32723,7628,233.108,5538,169.239,190.141,269.016
aime24,r_fuzzy,alpha0.3,case_022,8146,False,0.9623,8148,2051,251.718,1441,176.853,201.767,277.86
aime24,r_fuzzy,alpha0.3,case_023,23416,False,3.0074,23425,5200,221.985,3428,146.339,170.843,241.921
aime24,r_fuzzy,alpha0.3,case_024,5227,False,0.2587,5231,936,178.933,637,121.774,138.788,181.992
aime24,r_fuzzy,alpha0.3,case_025,8893,False,2.9224,8898,1167,131.153,747,83.951,96.426,125.309
aime24,r_fuzzy,alpha0.3,case_026,29316,False,0.8947,29317,7043,240.236,5112,174.37,198.076,286.557
aime24,r_fuzzy,alpha0.3,case_027,6868,False,3.1346,6870,1017,148.035,677,98.544,114.41,163.028
aime24,r_fuzzy,alpha0.3,case_028,32768,True,8.9043,32776,6839,208.659,4653,141.964,163.687,225.805
aime24,r_fuzzy,alpha0.3,case_029,7452,False,0.6973,7453,1731,232.255,1182,158.594,181.94,253.052
aime24,r_fuzzy,alpha0.3,case_030,31152,False,3.7981,31160,8535,273.909,6133,196.823,224.487,329.172
aime24,spec_casc_opt,alpha0.05,case_001,8070,False,4.7165,8077,765,94.713,370,45.809,56.952,110.932
aime24,spec_casc_opt,alpha0.05,case_002,32768,True,1.0,32776,4167,127.136,2053,62.637,81.096,122.773
aime24,spec_casc_opt,alpha0.05,case_003,32768,True,1.1325,32770,4902,149.588,2631,80.287,99.878,164.205
aime24,spec_casc_opt,alpha0.05,case_004,32768,True,3.149,32774,3821,116.586,1972,60.17,75.487,113.779
aime24,spec_casc_opt,alpha0.05,case_005,32768,True,6.0749,32777,4447,135.674,2057,62.757,81.46,114.959
aime24,spec_casc_opt,alpha0.05,case_006,32768,True,3.0875,32775,3564,108.741,1954,59.619,74.172,106.789
aime24,spec_casc_opt,alpha0.05,case_007,32768,True,5.418,32770,4209,128.441,2297,70.095,86.97,126.793
aime24,spec_casc_opt,alpha0.05,case_008,32768,True,16.583,32773,3820,116.559,1838,56.083,72.407,104.324
aime24,spec_casc_opt,alpha0.05,case_009,12122,False,4.1571,12123,1178,97.171,575,47.431,61.453,85.127
aime24,spec_casc_opt,alpha0.05,case_010,2338,False,1.5402,2349,207,88.123,111,47.254,58.748,100.043
aime24,spec_casc_opt,alpha0.05,case_011,32768,True,6.9321,32769,3633,110.867,1851,56.486,70.829,109.036
aime24,spec_casc_opt,alpha0.05,case_012,5061,False,2.4437,5065,684,135.044,366,72.261,91.017,147.483
aime24,spec_casc_opt,alpha0.05,case_013,8145,False,5.4628,8154,753,92.347,362,44.395,56.291,81.555
aime24,spec_casc_opt,alpha0.05,case_014,15671,False,0.4782,15675,2507,159.936,1307,83.381,105.199,180.096
aime24,spec_casc_opt,alpha0.05,case_015,32768,True,6.5932,32770,3666,111.871,2035,62.099,76.045,115.227
aime24,spec_casc_opt,alpha0.05,case_016,5811,False,1.3371,5817,655,112.601,317,54.495,67.389,105.725
aime24,spec_casc_opt,alpha0.05,case_017,32768,True,1.5187,32772,3815,116.41,2034,62.065,76.742,119.065
aime24,spec_casc_opt,alpha0.05,case_018,32768,True,6.185,32772,3745,114.274,2031,61.974,77.536,115.709
aime24,spec_casc_opt,alpha0.05,case_019,32768,True,2.8361,32773,5287,161.322,2602,79.395,100.632,166.997
aime24,spec_casc_opt,alpha0.05,case_020,8266,False,2.4734,8271,994,120.179,572,69.157,82.699,119.333
aime24,spec_casc_opt,alpha0.05,case_021,13223,False,1.3422,13230,1781,134.618,943,71.277,89.72,133.56
aime24,spec_casc_opt,alpha0.05,case_022,32768,True,3.871,32776,4300,131.194,2273,69.35,88.296,142.055
aime24,spec_casc_opt,alpha0.05,case_023,11901,False,1.5285,11901,1578,132.594,815,68.482,86.295,135.451
aime24,spec_casc_opt,alpha0.05,case_024,11531,False,0.5708,11539,1328,115.088,685,59.364,74.617,115.608
aime24,spec_casc_opt,alpha0.05,case_025,6378,False,2.096,6382,486,76.152,278,43.56,53.902,75.995
aime24,spec_casc_opt,alpha0.05,case_026,32768,True,1.0,32770,4239,129.356,2357,71.926,88.984,141.868
aime24,spec_casc_opt,alpha0.05,case_027,4429,False,2.0215,4438,447,100.721,224,50.473,66.471,103.425
aime24,spec_casc_opt,alpha0.05,case_028,32768,True,8.9043,32768,3249,99.152,1615,49.286,64.545,93.719
aime24,spec_casc_opt,alpha0.05,case_029,14826,False,1.3873,14832,2135,143.946,1113,75.04,93.042,154.463
aime24,spec_casc_opt,alpha0.05,case_030,23016,False,2.8061,23020,3568,154.996,1895,82.32,104.214,171.46
aime24,spec_casc_tok,alpha0.3,case_001,2005,False,1.1718,2006,44,21.934,0,0.0,0.0,20.937
aime24,spec_casc_tok,alpha0.3,case_002,32768,True,1.0,32768,743,22.675,0,0.0,0.0,29.51
aime24,spec_casc_tok,alpha0.3,case_003,22175,False,0.7664,22176,699,31.521,0,0.0,0.0,41.351
aime24,spec_casc_tok,alpha0.3,case_004,32768,True,3.149,32774,612,18.673,0,0.0,0.0,19.68
aime24,spec_casc_tok,alpha0.3,case_005,7038,False,1.3048,7039,194,27.561,0,0.0,0.0,24.009
aime24,spec_casc_tok,alpha0.3,case_006,11967,False,1.1276,11971,273,22.805,0,0.0,0.0,27.483
aime24,spec_casc_tok,alpha0.3,case_007,4428,False,0.7321,4430,107,24.153,0,0.0,0.0,28.668
aime24,spec_casc_tok,alpha0.3,case_008,2824,False,1.4291,2826,56,19.816,0,0.0,0.0,26.893
aime24,spec_casc_tok,alpha0.3,case_009,2275,False,0.7802,2276,71,31.195,0,0.0,0.0,26.362
aime24,spec_casc_tok,alpha0.3,case_010,1768,False,1.1647,1774,58,32.694,0,0.0,0.0,24.803
aime24,spec_casc_tok,alpha0.3,case_011,27669,False,5.8534,27670,770,27.828,0,0.0,0.0,43.802
aime24,spec_casc_tok,alpha0.3,case_012,1841,False,0.8889,1842,39,21.173,0,0.0,0.0,32.03
aime24,spec_casc_tok,alpha0.3,case_013,1657,False,1.1113,1658,25,15.078,0,0.0,0.0,15.078
aime24,spec_casc_tok,alpha0.3,case_014,10033,False,0.3062,10038,365,36.362,0,0.0,0.0,42.738
aime24,spec_casc_tok,alpha0.3,case_015,6823,False,1.3728,6824,143,20.955,0,0.0,0.0,24.619
aime24,spec_casc_tok,alpha0.3,case_016,1215,False,0.2796,1217,24,19.721,0,0.0,0.0,17.256
aime24,spec_casc_tok,alpha0.3,case_017,6048,False,0.2803,6051,143,23.632,0,0.0,0.0,27.599
aime24,spec_casc_tok,alpha0.3,case_018,5277,False,0.996,5280,106,20.076,0,0.0,0.0,26.705
aime24,spec_casc_tok,alpha0.3,case_019,15885,False,1.3748,15889,518,32.601,0,0.0,0.0,39.524
aime24,spec_casc_tok,alpha0.3,case_020,3439,False,1.029,3440,79,22.965,0,0.0,0.0,18.895
aime24,spec_casc_tok,alpha0.3,case_021,5066,False,0.5142,5068,147,29.006,0,0.0,0.0,38.871
aime24,spec_casc_tok,alpha0.3,case_022,3088,False,0.3648,3092,96,31.048,0,0.0,0.0,37.516
aime24,spec_casc_tok,alpha0.3,case_023,3762,False,0.4832,3764,128,34.006,0,0.0,0.0,44.368
aime24,spec_casc_tok,alpha0.3,case_024,2994,False,0.1482,2995,71,23.706,0,0.0,0.0,27.379
aime24,spec_casc_tok,alpha0.3,case_025,1545,False,0.5077,1548,23,14.858,0,0.0,0.0,14.858
aime24,spec_casc_tok,alpha0.3,case_026,22468,False,0.6857,22469,532,23.677,0,0.0,0.0,32.445
aime24,spec_casc_tok,alpha0.3,case_027,2121,False,0.9681,2123,46,21.667,0,0.0,0.0,23.552
aime24,spec_casc_tok,alpha0.3,case_028,13969,False,3.7959,13971,303,21.688,0,0.0,0.0,18.324
aime24,spec_casc_tok,alpha0.3,case_029,19587,False,1.8328,19588,586,29.916,0,0.0,0.0,39.003
aime24,spec_casc_tok,alpha0.3,case_030,8684,False,1.0588,8687,337,38.794,0,0.0,0.0,46.967
aime24,spec_casc_tok,alpha0.3_hscapture,case_004,14000,True,1.3454,14001,333,23.784,0,0.0,0.0,25.57
aime24,spec_casc_tok,alpha0.5,case_001,2125,False,1.242,2133,56,26.254,0,0.0,0.0,16.409
aime24,spec_casc_tok,alpha0.5,case_002,32768,True,1.0,32768,986,30.09,0,0.0,0.0,28.717
aime24,spec_casc_tok,alpha0.5,case_003,32768,True,1.1325,32774,1129,34.448,0,0.0,0.0,37.53
aime24,spec_casc_tok,alpha0.5,case_004,31786,False,3.0546,31787,913,28.722,0,0.0,0.0,22.399
aime24,spec_casc_tok,alpha0.5,case_005,7745,False,1.4359,7746,290,37.439,0,0.0,0.0,23.109
aime24,spec_casc_tok,alpha0.5,case_006,8767,False,0.8261,8772,213,24.282,0,0.0,0.0,18.126
aime24,spec_casc_tok,alpha0.5,case_007,3593,False,0.5941,3595,114,31.711,0,0.0,0.0,28.651
aime24,spec_casc_tok,alpha0.5,case_008,2422,False,1.2257,2424,80,33.003,0,0.0,0.0,19.389
aime24,spec_casc_tok,alpha0.5,case_009,2071,False,0.7102,2075,78,37.59,0,0.0,0.0,20.241
aime24,spec_casc_tok,alpha0.5,case_010,1908,False,1.2569,1914,68,35.528,0,0.0,0.0,25.078
aime24,spec_casc_tok,alpha0.5,case_011,5406,False,1.1436,5408,156,28.846,0,0.0,0.0,25.703
aime24,spec_casc_tok,alpha0.5,case_012,2164,False,1.0449,2165,67,30.947,0,0.0,0.0,36.952
aime24,spec_casc_tok,alpha0.5,case_013,1839,False,1.2334,1840,50,27.174,0,0.0,0.0,19.565
aime24,spec_casc_tok,alpha0.5,case_014,30541,False,0.932,30543,1238,40.533,0,0.0,0.0,45.346
aime24,spec_casc_tok,alpha0.5,case_015,4739,False,0.9535,4741,136,28.686,0,0.0,0.0,23.202
aime24,spec_casc_tok,alpha0.5,case_016,2448,False,0.5633,2453,77,31.39,0,0.0,0.0,27.721
aime24,spec_casc_tok,alpha0.5,case_017,5432,False,0.2518,5433,143,26.321,0,0.0,0.0,19.142
aime24,spec_casc_tok,alpha0.5,case_018,7985,False,1.5072,7988,220,27.541,0,0.0,0.0,23.41
aime24,spec_casc_tok,alpha0.5,case_019,7023,False,0.6078,7024,251,35.735,0,0.0,0.0,30.894
aime24,spec_casc_tok,alpha0.5,case_020,3312,False,0.991,3316,106,31.966,0,0.0,0.0,19.602
aime24,spec_casc_tok,alpha0.5,case_021,11370,False,1.1541,11371,418,36.76,0,0.0,0.0,30.34
aime24,spec_casc_tok,alpha0.5,case_022,6789,False,0.802,6792,286,42.108,0,0.0,0.0,40.342
aime24,spec_casc_tok,alpha0.5,case_023,4606,False,0.5916,4609,173,37.535,0,0.0,0.0,36.45
aime24,spec_casc_tok,alpha0.5,case_024,2793,False,0.1383,2796,88,31.474,0,0.0,0.0,23.963
aime24,spec_casc_tok,alpha0.5,case_025,1729,False,0.5682,1730,27,15.607,0,0.0,0.0,11.561
aime24,spec_casc_tok,alpha0.5,case_026,32768,True,1.0,32774,950,28.986,0,0.0,0.0,27.918
aime24,spec_casc_tok,alpha0.5,case_027,2554,False,1.1657,2556,94,36.776,0,0.0,0.0,26.995
aime24,spec_casc_tok,alpha0.5,case_028,15938,False,4.331,15940,429,26.913,0,0.0,0.0,19.072
aime24,spec_casc_tok,alpha0.5,case_029,32768,True,3.0662,32767,1388,42.36,0,0.0,0.0,45.167
aime24,spec_casc_tok,alpha0.5,case_030,6695,False,0.8163,6697,308,45.991,0,0.0,0.0,45.244
